Scenario,Flexibility,Demand,Market,Category,Cost_Type,Carrier,Value_100p_EUR,Value_100p_Billion_EUR,Value_Non_Flex_EUR,Value_Non_Flex_Billion_EUR,Difference_EUR,Difference_Billion_EUR,Difference_Percent
HMHU,H,M,H,capital - heat pump,capital,heat pump,54455021405.421165,54.455021405421164,54570749642.46885,54.57074964246885,-115728237.04768372,-0.11572823704768372,-0.21207008847395417
HMHU,H,M,H,capital - hydro_inflow,capital,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,capital - hydroelectricity,capital,hydroelectricity,17498452351.438705,17.498452351438704,17498452351.438705,17.498452351438704,0.0,0.0,0.0
HMHU,H,M,H,capital - nuclear,capital,nuclear,96880186305.48308,96.88018630548308,98763557828.23492,98.76355782823492,-1883371522.7518463,-1.8833715227518464,-1.906949854952897
HMHU,H,M,H,capital - offwind,capital,offwind,11693712017.59681,11.693712017596809,11693760968.324984,11.693760968324984,-48950.728174209595,-4.8950728174209594e-05,-0.0004186055137162711
HMHU,H,M,H,capital - onwind,capital,onwind,79521257018.64494,79.52125701864495,78715319227.2208,78.71531922722079,805937791.4241486,0.8059377914241486,1.0238639687120072
HMHU,H,M,H,capital - resistive heater,capital,resistive heater,4991093926.808677,4.991093926808677,4944049364.930292,4.944049364930292,47044561.87838459,0.04704456187838459,0.9515390807399006
HMHU,H,M,H,capital - solar,capital,solar,56579345919.992455,56.579345919992456,56665736469.45522,56.665736469455226,-86390549.46276855,-0.08639054946276856,-0.15245641342601454
HMHU,H,M,H,capital - solar thermal,capital,solar thermal,33723379.21331243,0.033723379213312435,35709240.66073903,0.03570924066073903,-1985861.4474265948,-0.0019858614474265947,-5.561197635910458
HMHU,H,M,H,capital - stations,capital,stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,capital - water tanks,capital,water tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - AC,marginal,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - CHP coal,marginal,CHP coal,81224624.99258243,0.08122462499258243,81442271.36633778,0.08144227136633778,-217646.3737553507,-0.00021764637375535072,-0.26724005863779193
HMHU,H,M,H,marginal - CHP gas,marginal,CHP gas,79043504.60294004,0.07904350460294003,80619966.73316325,0.08061996673316325,-1576462.1302232146,-0.0015764621302232146,-1.9554239403757188
HMHU,H,M,H,marginal - DAC,marginal,DAC,319374.0667087211,0.0003193740667087211,235700.0858880269,0.0002357000858880269,83673.98082069421,8.36739808206942e-05,35.500191060789376
HMHU,H,M,H,marginal - H2,marginal,H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - H2 CHP,marginal,H2 CHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - OCGT gas,marginal,OCGT gas,4218441.090883117,0.004218441090883117,4259175.686724296,0.004259175686724296,-40734.59584117867,-4.073459584117867e-05,-0.9563962333872961
HMHU,H,M,H,marginal - PHS,marginal,PHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - Sabatier,marginal,Sabatier,3697560528.3714986,3.6975605283714987,3809025227.9580336,3.8090252279580334,-111464699.58653498,-0.11146469958653497,-2.9263313555497157
HMHU,H,M,H,marginal - aluminum,marginal,aluminum,155168923.39838734,0.15516892339838734,0.0,0.0,155168923.39838734,0.15516892339838734,0.0
HMHU,H,M,H,marginal - aluminum transfer,marginal,aluminum transfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - battery,marginal,battery,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - biomass,marginal,biomass,10128094476.658728,10.128094476658728,9996382852.000843,9.996382852000844,131711624.6578846,0.1317116246578846,1.3175928394091232
HMHU,H,M,H,marginal - co2 atmosphere,marginal,co2 atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - co2 stored,marginal,co2 stored,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - coal,marginal,coal,5112497358.319166,5.112497358319166,5039255592.35266,5.03925559235266,73241765.966506,0.073241765966506,1.4534243128618898
HMHU,H,M,H,marginal - coal boiler,marginal,coal boiler,89660749.60765642,0.08966074960765642,91605320.16741116,0.09160532016741116,-1944570.5597547442,-0.0019445705597547441,-2.1227703327721463
HMHU,H,M,H,marginal - coal cc,marginal,coal cc,6199241486.010211,6.199241486010211,6798082339.350079,6.798082339350079,-598840853.3398676,-0.5988408533398676,-8.808967344710316
HMHU,H,M,H,marginal - coal power plant,marginal,coal power plant,799795025.1498587,0.7997950251498587,801803876.296501,0.8018038762965011,-2008851.1466423273,-0.0020088511466423275,-0.2505414610766323
HMHU,H,M,H,marginal - gas,marginal,gas,2181159.057572357,0.002181159057572357,1873718.8105777823,0.0018737188105777823,307440.24699457455,0.00030744024699457456,16.4080247932064
HMHU,H,M,H,marginal - gas boiler,marginal,gas boiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - heat pump,marginal,heat pump,2395562670.4586573,2.3955626704586575,2395143104.61349,2.39514310461349,419565.84516716003,0.00041956584516716005,0.017517360209458814
HMHU,H,M,H,marginal - hydro_inflow,marginal,hydro_inflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - hydroelectricity,marginal,hydroelectricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - nuclear,marginal,nuclear,75140210879.99644,75.14021087999645,76272031741.31299,76.27203174131299,-1131820861.3165436,-1.1318208613165435,-1.4839264609539558
HMHU,H,M,H,marginal - offwind,marginal,offwind,9142253.381250223,0.009142253381250224,9131482.12331313,0.00913148212331313,10771.257937092334,1.0771257937092333e-05,0.11795738951941628
HMHU,H,M,H,marginal - onwind,marginal,onwind,86572282.04366511,0.08657228204366511,85524958.03399928,0.08552495803399927,1047324.0096658319,0.001047324009665832,1.2245828980699207
HMHU,H,M,H,marginal - resistive heater,marginal,resistive heater,364330346.52931327,0.3643303465293133,359283923.8371232,0.3592839238371232,5046422.692190051,0.005046422692190051,1.4045779277554824
HMHU,H,M,H,marginal - solar,marginal,solar,34335399.27106123,0.034335399271061225,34349542.267063804,0.034349542267063805,-14142.996002577245,-1.4142996002577246e-05,-0.04117375391094604
HMHU,H,M,H,marginal - solar thermal,marginal,solar thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - stations,marginal,stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,marginal - water tanks,marginal,water tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,nan - nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,shutdown - aluminum,shutdown,aluminum,1321010313.182784,1.3210103131827842,0.0,0.0,1321010313.182784,1.3210103131827842,0.0
HMHU,H,M,H,standby - aluminum,standby,aluminum,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMHU,H,M,H,startup - aluminum,startup,aluminum,1321010313.182784,1.3210103131827842,0.0,0.0,1321010313.182784,1.3210103131827842,0.0
HMLU,H,M,L,capital - AC,capital,AC,10337808494.0596,10.337808494059601,9942960321.855925,9.942960321855924,394848172.2036762,0.39484817220367624,3.971132936493253
HMLU,H,M,L,capital - CHP coal,capital,CHP coal,28577641614.73857,28.57764161473857,28577247032.653244,28.577247032653244,394582.08532714844,0.00039458208532714843,0.0013807561129883742
HMLU,H,M,L,capital - CHP gas,capital,CHP gas,2986445929.2756767,2.9864459292756766,2985941739.5879054,2.9859417395879055,504189.68777132034,0.0005041896877713203,0.016885449608300275
